SALE_ID,PRODUCT_NAME,CATEGORY,QUANTITY,UNIT_PRICE,TOTAL_AMOUNT,CUSTOMER_NAME,REGION,SALE_DATE,PAYMENT_METHOD,CREATED_AT
444,Speaker,Audio,3,1903.61,7130.13,Alice Johnson,North America,2024-11-14,PayPal,2026-07-30 00:07:34.800
445,Webcam,Storage,19,1348.45,6542.16,Bob Smith,Latin America,2026-03-31,Debit Card,2026-07-30 00:07:34.800
446,Headphones,Accessories,6,1394.04,8335.60,David Brown,Middle East,2025-11-11,Debit Card,2026-07-30 00:07:34.800
447,Monitor,Computing,8,405.93,7761.71,David Brown,Middle East,2026-03-05,Credit Card,2026-07-30 00:07:34.800
448,Mouse,Audio,6,536.12,7854.42,Henry Taylor,Asia Pacific,2025-07-09,Wire Transfer,2026-07-30 00:07:34.800
449,Keyboard,Computing,6,355.79,6991.80,Frank Wilson,Latin America,2025-03-09,PayPal,2026-07-30 00:07:34.800
450,Keyboard,Computing,17,67.29,10219.58,Emma Davis,Europe,2025-05-17,PayPal,2026-07-30 00:07:34.800
451,SSD,Computing,13,380.70,15237.56,Frank Wilson,Middle East,2024-09-09,Debit Card,2026-07-30 00:07:34.800
452,Mouse,Accessories,11,453.61,5703.60,Alice Johnson,Europe,2026-04-26,PayPal,2026-07-30 00:07:34.800
453,Speaker,Electronics,9,868.50,5397.00,Jack Moore,Asia Pacific,2025-06-22,Wire Transfer,2026-07-30 00:07:34.800
454,Monitor,Computing,9,1547.28,13948.92,Carol White,Europe,2025-06-07,Debit Card,2026-07-30 00:07:34.800
455,Phone,Storage,8,140.29,22796.67,Henry Taylor,North America,2024-09-12,PayPal,2026-07-30 00:07:34.800
456,Laptop,Computing,12,20.98,4633.48,David Brown,Latin America,2026-06-08,Debit Card,2026-07-30 00:07:34.800
457,Phone,Electronics,8,1411.63,9907.56,Frank Wilson,North America,2026-02-26,Wire Transfer,2026-07-30 00:07:34.800
458,Laptop,Storage,13,710.95,4404.20,Jack Moore,North America,2025-04-03,Cash,2026-07-30 00:07:34.800
459,Webcam,Accessories,17,24.35,8284.32,Henry Taylor,Latin America,2025-07-18,PayPal,2026-07-30 00:07:34.800
460,Laptop,Accessories,16,531.49,23830.94,Frank Wilson,Latin America,2025-05-10,Cash,2026-07-30 00:07:34.800
461,Speaker,Accessories,1,1299.37,1267.70,Henry Taylor,North America,2026-07-02,Debit Card,2026-07-30 00:07:34.800
462,Phone,Computing,1,1683.75,1811.04,Irene Clark,Latin America,2024-08-11,Wire Transfer,2026-07-30 00:07:34.800
463,Monitor,Storage,15,42.60,5100.08,Jack Moore,Europe,2025-11-26,PayPal,2026-07-30 00:07:34.800
464,Mouse,Electronics,18,1186.50,8947.86,David Brown,Middle East,2024-08-15,Debit Card,2026-07-30 00:07:34.800
465,Laptop,Electronics,2,677.13,963.36,Frank Wilson,Middle East,2025-02-16,Cash,2026-07-30 00:07:34.800
466,Headphones,Accessories,13,1333.61,21558.16,Irene Clark,Asia Pacific,2024-11-21,PayPal,2026-07-30 00:07:34.800
467,Monitor,Audio,6,1787.82,14668.29,Alice Johnson,Europe,2025-09-06,PayPal,2026-07-30 00:07:34.800
468,Keyboard,Computing,1,193.59,24738.42,Jack Moore,Asia Pacific,2025-04-23,Cash,2026-07-30 00:07:34.800
469,Monitor,Electronics,10,1981.89,19216.63,Jack Moore,Asia Pacific,2026-01-06,PayPal,2026-07-30 00:07:34.800
470,Tablet,Computing,15,1269.50,10297.98,David Brown,Europe,2025-11-15,Debit Card,2026-07-30 00:07:34.800
471,Webcam,Audio,8,1360.57,26236.95,Jack Moore,Asia Pacific,2024-11-08,Wire Transfer,2026-07-30 00:07:34.800
472,SSD,Electronics,19,186.76,4932.40,Jack Moore,North America,2024-10-18,Cash,2026-07-30 00:07:34.800
473,Mouse,Storage,8,750.40,28463.40,Irene Clark,Latin America,2025-09-27,PayPal,2026-07-30 00:07:34.800
474,Webcam,Electronics,2,808.97,7474.67,Bob Smith,Middle East,2024-12-14,Wire Transfer,2026-07-30 00:07:34.800
475,Mouse,Electronics,4,768.05,5980.72,Bob Smith,Europe,2025-12-09,Debit Card,2026-07-30 00:07:34.800
476,Headphones,Electronics,2,1413.60,25391.00,Grace Lee,Europe,2025-08-28,Credit Card,2026-07-30 00:07:34.800
477,Speaker,Accessories,20,690.83,19161.96,Emma Davis,Middle East,2025-06-27,PayPal,2026-07-30 00:07:34.800
478,Speaker,Computing,10,1951.24,14308.80,Carol White,Middle East,2026-03-28,Credit Card,2026-07-30 00:07:34.800
479,Mouse,Storage,12,1449.62,27516.48,Frank Wilson,Middle East,2025-12-02,Wire Transfer,2026-07-30 00:07:34.800
480,Webcam,Storage,20,832.03,19621.94,Bob Smith,Europe,2025-04-14,Wire Transfer,2026-07-30 00:07:34.800
481,Laptop,Audio,7,1994.51,4792.92,Grace Lee,Europe,2024-09-26,Wire Transfer,2026-07-30 00:07:34.800
482,Laptop,Storage,2,1985.49,16415.20,Grace Lee,Asia Pacific,2026-04-24,Credit Card,2026-07-30 00:07:34.800
483,Speaker,Electronics,8,44.02,714.92,Frank Wilson,Latin America,2026-01-07,Wire Transfer,2026-07-30 00:07:34.800
484,Tablet,Storage,18,439.10,24159.60,Grace Lee,Asia Pacific,2026-04-18,PayPal,2026-07-30 00:07:34.800
485,Speaker,Storage,7,1726.17,3687.56,Jack Moore,Asia Pacific,2025-03-11,Wire Transfer,2026-07-30 00:07:34.800
486,Mouse,Electronics,11,1971.91,18511.35,Henry Taylor,Asia Pacific,2026-01-06,Cash,2026-07-30 00:07:34.800
487,Monitor,Accessories,1,1205.47,12875.67,Jack Moore,Middle East,2025-02-14,Cash,2026-07-30 00:07:34.800
488,Speaker,Accessories,12,45.12,1892.72,Emma Davis,North America,2024-09-28,Wire Transfer,2026-07-30 00:07:34.800
489,Monitor,Computing,9,1369.18,11174.52,Emma Davis,Asia Pacific,2026-02-18,Debit Card,2026-07-30 00:07:34.800
490,Phone,Storage,12,1090.82,10844.40,Carol White,Middle East,2024-12-23,Cash,2026-07-30 00:07:34.800
491,Webcam,Computing,15,1227.46,21590.58,Henry Taylor,Europe,2025-05-27,Debit Card,2026-07-30 00:07:34.800
492,Keyboard,Accessories,4,599.67,10268.34,Alice Johnson,North America,2024-11-29,Wire Transfer,2026-07-30 00:07:34.800
493,Headphones,Audio,5,1288.53,4710.30,Alice Johnson,Middle East,2025-04-27,Wire Transfer,2026-07-30 00:07:34.800
494,Keyboard,Electronics,16,726.71,5016.36,Bob Smith,Latin America,2025-02-05,Cash,2026-07-30 00:07:34.800
495,Tablet,Computing,3,241.86,30070.73,Emma Davis,Asia Pacific,2025-07-21,Wire Transfer,2026-07-30 00:07:34.800
496,Monitor,Storage,3,516.64,1191.28,Alice Johnson,Europe,2026-01-04,PayPal,2026-07-30 00:07:34.800
497,Headphones,Computing,18,939.63,12908.76,Irene Clark,Asia Pacific,2026-07-14,Credit Card,2026-07-30 00:07:34.800
498,Monitor,Accessories,12,718.98,15665.60,Grace Lee,Latin America,2025-11-24,Wire Transfer,2026-07-30 00:07:34.800
499,Mouse,Electronics,15,315.68,12350.00,Irene Clark,Latin America,2025-03-09,Debit Card,2026-07-30 00:07:34.800
500,Tablet,Computing,3,1620.93,2716.92,Carol White,Europe,2026-05-06,PayPal,2026-07-30 00:07:34.800
501,Laptop,Accessories,10,886.84,67.88,Grace Lee,Latin America,2026-05-18,Wire Transfer,2026-07-30 00:07:34.800
502,Speaker,Computing,11,526.31,12074.76,Carol White,Latin America,2024-08-18,Cash,2026-07-30 00:07:34.800
503,Mouse,Electronics,2,1375.44,7191.94,Irene Clark,Europe,2025-09-19,Wire Transfer,2026-07-30 00:07:34.800
504,Monitor,Computing,15,1077.42,77.76,Grace Lee,Europe,2025-12-15,Debit Card,2026-07-30 00:07:34.800
505,Laptop,Accessories,19,1350.30,14294.56,Alice Johnson,Latin America,2026-05-15,Debit Card,2026-07-30 00:07:34.800
506,Speaker,Accessories,8,413.78,1349.46,Jack Moore,Europe,2024-08-21,PayPal,2026-07-30 00:07:34.800
507,Keyboard,Computing,10,1974.36,28531.95,Alice Johnson,Europe,2026-06-22,Credit Card,2026-07-30 00:07:34.800
508,Mouse,Accessories,14,1527.56,17125.38,Irene Clark,Middle East,2024-08-18,Cash,2026-07-30 00:07:34.800
509,SSD,Accessories,19,1169.48,1255.40,Carol White,Middle East,2025-09-12,Cash,2026-07-30 00:07:34.800
510,Monitor,Accessories,18,499.01,1226.83,Henry Taylor,Asia Pacific,2025-10-10,Cash,2026-07-30 00:07:34.800
511,Headphones,Storage,9,625.93,2225.52,Frank Wilson,North America,2026-03-29,PayPal,2026-07-30 00:07:34.800
512,Tablet,Audio,9,179.30,7159.50,Irene Clark,Latin America,2025-03-01,Wire Transfer,2026-07-30 00:07:34.800
513,Webcam,Accessories,10,23.29,9063.60,Jack Moore,Asia Pacific,2025-12-10,Cash,2026-07-30 00:07:34.800
514,Phone,Electronics,14,1411.06,6569.04,Jack Moore,North America,2026-03-23,Credit Card,2026-07-30 00:07:34.800
515,Speaker,Computing,10,606.58,32355.72,Bob Smith,Middle East,2025-03-27,Debit Card,2026-07-30 00:07:34.800
516,Speaker,Accessories,9,1220.75,9297.60,Frank Wilson,Latin America,2025-02-11,Wire Transfer,2026-07-30 00:07:34.800
517,Speaker,Accessories,7,835.23,3522.40,Jack Moore,Latin America,2025-01-19,Cash,2026-07-30 00:07:34.800
518,Keyboard,Accessories,12,1400.06,4037.07,Grace Lee,Latin America,2024-11-27,Wire Transfer,2026-07-30 00:07:34.800
519,SSD,Accessories,4,1108.78,11853.00,Bob Smith,North America,2026-02-25,Wire Transfer,2026-07-30 00:07:34.800
520,SSD,Storage,16,83.06,6663.30,Jack Moore,Latin America,2024-09-03,PayPal,2026-07-30 00:07:34.800
521,Monitor,Storage,5,1308.47,6817.90,Grace Lee,North America,2024-08-28,Wire Transfer,2026-07-30 00:07:34.800
522,Speaker,Storage,2,1268.80,19820.90,Grace Lee,Asia Pacific,2025-07-20,Debit Card,2026-07-30 00:07:34.800
523,Laptop,Accessories,5,760.30,8910.89,Frank Wilson,Europe,2024-09-09,PayPal,2026-07-30 00:07:34.800
524,Speaker,Audio,14,1790.87,23027.22,Frank Wilson,Middle East,2024-09-25,Cash,2026-07-30 00:07:34.800
525,Phone,Electronics,18,583.72,17149.86,Alice Johnson,Europe,2026-02-05,Debit Card,2026-07-30 00:07:34.800
526,Headphones,Accessories,17,1820.34,1363.90,Frank Wilson,Europe,2025-10-31,PayPal,2026-07-30 00:07:34.800
527,Webcam,Storage,13,1621.74,5005.25,Irene Clark,Europe,2026-01-13,PayPal,2026-07-30 00:07:34.800
528,Keyboard,Computing,12,720.42,17365.68,Bob Smith,Middle East,2025-10-19,Wire Transfer,2026-07-30 00:07:34.800
529,Headphones,Audio,6,1574.50,3437.46,Bob Smith,Middle East,2025-08-20,Credit Card,2026-07-30 00:07:34.800
530,Speaker,Storage,5,1212.26,1971.83,Frank Wilson,Asia Pacific,2024-11-02,Cash,2026-07-30 00:07:34.800
531,Speaker,Accessories,20,1905.55,6010.34,Carol White,Latin America,2025-10-26,PayPal,2026-07-30 00:07:34.800
532,Phone,Audio,6,693.66,2759.54,Irene Clark,Asia Pacific,2026-05-28,Debit Card,2026-07-30 00:07:34.800
533,Headphones,Storage,17,207.29,681.57,David Brown,North America,2024-10-10,Cash,2026-07-30 00:07:34.800
534,Speaker,Audio,13,25.22,510.75,Jack Moore,Asia Pacific,2026-07-28,Wire Transfer,2026-07-30 00:07:34.800
535,Headphones,Audio,6,1394.22,9254.10,Henry Taylor,Middle East,2026-03-13,Debit Card,2026-07-30 00:07:34.800
536,Mouse,Electronics,8,518.15,4072.68,Frank Wilson,Middle East,2025-03-03,Wire Transfer,2026-07-30 00:07:34.800
537,Monitor,Audio,17,187.43,8364.35,Alice Johnson,Asia Pacific,2025-06-20,Wire Transfer,2026-07-30 00:07:34.800
538,Laptop,Electronics,8,790.36,20367.84,Alice Johnson,Latin America,2024-08-29,Credit Card,2026-07-30 00:07:34.800
539,SSD,Computing,2,154.05,28964.17,David Brown,Middle East,2024-10-10,Credit Card,2026-07-30 00:07:34.800
540,Webcam,Storage,7,924.09,11251.84,Bob Smith,Europe,2025-06-24,Credit Card,2026-07-30 00:07:34.800
541,Headphones,Storage,16,223.13,25186.08,Carol White,Middle East,2026-02-05,PayPal,2026-07-30 00:07:34.800
542,Phone,Electronics,11,1804.63,2268.60,Frank Wilson,Latin America,2026-04-13,Cash,2026-07-30 00:07:34.800
543,Phone,Accessories,9,828.55,10110.80,Bob Smith,Middle East,2026-05-03,Debit Card,2026-07-30 00:07:34.800
544,Headphones,Accessories,7,1957.26,4541.32,Frank Wilson,Europe,2026-01-03,PayPal,2026-07-30 00:07:34.800
545,Phone,Computing,14,191.86,5621.16,Carol White,Asia Pacific,2024-10-04,Credit Card,2026-07-30 00:07:34.800
546,Phone,Electronics,8,1366.00,6048.12,Frank Wilson,Asia Pacific,2026-07-20,Credit Card,2026-07-30 00:07:34.800
547,Phone,Electronics,14,1495.88,17550.12,Frank Wilson,Europe,2025-02-13,Credit Card,2026-07-30 00:07:34.800
548,Phone,Audio,5,518.99,1575.84,Carol White,Latin America,2026-06-06,Wire Transfer,2026-07-30 00:07:34.800
549,Monitor,Electronics,19,1107.99,11376.68,Bob Smith,Europe,2026-03-04,Credit Card,2026-07-30 00:07:34.800
550,Webcam,Accessories,13,787.28,1269.12,Frank Wilson,Asia Pacific,2025-07-18,Cash,2026-07-30 00:07:34.800
551,Keyboard,Audio,9,158.09,1614.98,Alice Johnson,Europe,2024-10-14,Cash,2026-07-30 00:07:34.800
552,Speaker,Computing,17,1747.26,20581.68,Henry Taylor,Asia Pacific,2024-10-15,Cash,2026-07-30 00:07:34.800
553,Webcam,Computing,11,614.57,5992.95,Frank Wilson,Asia Pacific,2026-02-27,Debit Card,2026-07-30 00:07:34.800
554,Tablet,Audio,11,72.90,1938.00,David Brown,Europe,2025-05-16,PayPal,2026-07-30 00:07:34.800
555,Monitor,Audio,5,1376.79,7643.30,Henry Taylor,Middle East,2025-08-12,Cash,2026-07-30 00:07:34.800
556,Webcam,Audio,4,972.05,5167.20,Alice Johnson,Europe,2025-02-08,Debit Card,2026-07-30 00:07:34.800
557,Speaker,Accessories,13,1885.65,13135.52,Emma Davis,Europe,2025-11-08,PayPal,2026-07-30 00:07:34.800
558,Monitor,Computing,14,1452.13,12575.99,David Brown,Asia Pacific,2025-08-31,Credit Card,2026-07-30 00:07:34.800
559,Tablet,Computing,7,622.93,9702.35,David Brown,Europe,2026-02-22,Wire Transfer,2026-07-30 00:07:34.800
560,Laptop,Audio,7,405.27,31709.60,Frank Wilson,North America,2025-07-06,PayPal,2026-07-30 00:07:34.800
561,Keyboard,Computing,8,832.53,6879.46,Carol White,North America,2025-10-06,PayPal,2026-07-30 00:07:34.800
562,Keyboard,Accessories,13,577.13,13678.50,Alice Johnson,Europe,2024-09-29,Wire Transfer,2026-07-30 00:07:34.800
563,Webcam,Storage,7,1072.92,4406.94,Frank Wilson,North America,2025-01-11,Wire Transfer,2026-07-30 00:07:34.800
564,Speaker,Electronics,2,1481.59,2992.53,Carol White,Europe,2025-07-18,PayPal,2026-07-30 00:07:34.800
565,Keyboard,Computing,5,1653.94,6791.00,Henry Taylor,Latin America,2025-09-09,Cash,2026-07-30 00:07:34.800
566,Tablet,Computing,19,1542.84,8286.00,Bob Smith,North America,2026-01-19,Cash,2026-07-30 00:07:34.800
567,Webcam,Storage,14,354.87,5939.76,Irene Clark,Latin America,2025-10-23,Credit Card,2026-07-30 00:07:34.800
568,SSD,Accessories,10,1797.73,14557.60,Carol White,Asia Pacific,2026-05-09,Credit Card,2026-07-30 00:07:34.800
569,Keyboard,Accessories,7,1351.78,1036.80,Henry Taylor,Asia Pacific,2025-06-22,Credit Card,2026-07-30 00:07:34.800
570,Tablet,Electronics,12,400.77,10871.76,Irene Clark,Asia Pacific,2025-01-30,PayPal,2026-07-30 00:07:34.800
571,Tablet,Audio,8,434.29,14444.46,Carol White,Middle East,2025-03-28,Debit Card,2026-07-30 00:07:34.800
572,Laptop,Electronics,3,475.34,12758.24,Henry Taylor,Middle East,2026-06-24,PayPal,2026-07-30 00:07:34.800
573,Keyboard,Storage,15,537.17,15470.91,David Brown,Middle East,2024-08-08,Debit Card,2026-07-30 00:07:34.800
574,Monitor,Computing,13,1214.32,2271.71,Carol White,Latin America,2026-03-29,Debit Card,2026-07-30 00:07:34.800
575,Headphones,Accessories,9,472.39,18446.20,Frank Wilson,Middle East,2026-01-30,Wire Transfer,2026-07-30 00:07:34.800
576,Monitor,Storage,5,561.94,38907.60,Irene Clark,Asia Pacific,2024-12-18,Wire Transfer,2026-07-30 00:07:34.800
577,Laptop,Storage,9,1062.58,1965.87,Henry Taylor,North America,2026-02-04,Debit Card,2026-07-30 00:07:34.800
578,Speaker,Computing,2,835.15,36327.24,Carol White,Asia Pacific,2026-01-25,Wire Transfer,2026-07-30 00:07:34.800
579,Monitor,Electronics,15,726.08,7939.17,Alice Johnson,Asia Pacific,2025-01-23,Cash,2026-07-30 00:07:34.800
580,Speaker,Storage,2,551.61,14668.08,Henry Taylor,Europe,2025-12-25,Debit Card,2026-07-30 00:07:34.800
581,Speaker,Storage,16,301.62,7391.20,Frank Wilson,Middle East,2026-07-25,Wire Transfer,2026-07-30 00:07:34.800
582,Laptop,Storage,8,80.53,16371.17,Henry Taylor,North America,2025-02-03,Cash,2026-07-30 00:07:34.800
583,Laptop,Computing,14,1191.69,1661.82,Frank Wilson,Latin America,2025-06-22,Wire Transfer,2026-07-30 00:07:34.800
584,SSD,Accessories,10,1716.79,25340.51,Emma Davis,North America,2025-10-04,PayPal,2026-07-30 00:07:34.800
585,Webcam,Accessories,1,1722.98,4197.60,Alice Johnson,Latin America,2025-04-18,Credit Card,2026-07-30 00:07:34.800
586,SSD,Electronics,13,1208.89,3547.59,Emma Davis,Asia Pacific,2025-09-14,Credit Card,2026-07-30 00:07:34.800
587,Headphones,Accessories,18,206.88,431.22,Bob Smith,Asia Pacific,2026-07-23,PayPal,2026-07-30 00:07:34.800
588,Webcam,Audio,16,70.79,26259.39,Emma Davis,Middle East,2024-11-05,PayPal,2026-07-30 00:07:34.800
589,Monitor,Storage,8,203.15,9132.97,David Brown,Latin America,2024-09-10,Cash,2026-07-30 00:07:34.800
590,Headphones,Computing,7,1731.20,1703.76,Henry Taylor,Latin America,2026-02-16,Credit Card,2026-07-30 00:07:34.800
591,Phone,Audio,15,767.93,10815.14,Alice Johnson,Latin America,2025-02-14,Wire Transfer,2026-07-30 00:07:34.800
592,Mouse,Computing,4,1427.86,1303.00,Frank Wilson,Asia Pacific,2025-06-25,Cash,2026-07-30 00:07:34.800
593,Tablet,Audio,6,617.67,25245.44,Grace Lee,Europe,2025-05-26,Debit Card,2026-07-30 00:07:34.800
594,SSD,Electronics,19,717.57,36166.88,Alice Johnson,North America,2025-08-02,PayPal,2026-07-30 00:07:34.800
595,Monitor,Accessories,13,141.48,5846.62,Alice Johnson,Asia Pacific,2025-04-20,Cash,2026-07-30 00:07:34.800
596,SSD,Storage,3,861.76,9317.44,Henry Taylor,Latin America,2025-04-05,PayPal,2026-07-30 00:07:34.800
597,Phone,Audio,8,260.24,5775.65,David Brown,Middle East,2025-08-14,Wire Transfer,2026-07-30 00:07:34.800
598,Phone,Electronics,14,1512.34,27904.10,Carol White,Europe,2025-04-25,Wire Transfer,2026-07-30 00:07:34.800
599,Webcam,Audio,2,1914.54,27879.08,Grace Lee,Asia Pacific,2024-09-02,Credit Card,2026-07-30 00:07:34.800
600,Webcam,Computing,16,522.37,16655.04,Jack Moore,North America,2026-05-27,PayPal,2026-07-30 00:07:34.800
601,SSD,Storage,19,289.06,15906.20,Jack Moore,Latin America,2025-04-13,Credit Card,2026-07-30 00:07:34.800
602,Tablet,Storage,15,224.16,15548.04,Alice Johnson,Latin America,2024-12-02,Credit Card,2026-07-30 00:07:34.800
603,Mouse,Accessories,5,853.98,21057.00,Frank Wilson,North America,2025-06-12,Cash,2026-07-30 00:07:34.800
604,Speaker,Accessories,17,959.14,11369.40,Bob Smith,North America,2024-11-07,Cash,2026-07-30 00:07:34.800
605,Mouse,Accessories,5,201.24,9005.75,Irene Clark,Europe,2025-10-16,PayPal,2026-07-30 00:07:34.800
606,Keyboard,Accessories,9,1281.78,11738.44,Jack Moore,Europe,2026-04-24,PayPal,2026-07-30 00:07:34.800
607,Speaker,Storage,3,1383.76,17882.28,Henry Taylor,Latin America,2026-07-01,Wire Transfer,2026-07-30 00:07:34.800
608,Monitor,Electronics,16,639.95,3682.29,Henry Taylor,North America,2025-11-26,Wire Transfer,2026-07-30 00:07:34.800
609,Laptop,Accessories,1,617.70,2076.93,David Brown,Middle East,2025-04-27,PayPal,2026-07-30 00:07:34.800
610,Webcam,Audio,19,1296.43,3100.24,David Brown,Asia Pacific,2024-12-31,PayPal,2026-07-30 00:07:34.800
611,Phone,Accessories,11,301.50,19536.64,Jack Moore,Europe,2025-06-06,Credit Card,2026-07-30 00:07:34.800
612,Monitor,Computing,17,1669.26,6999.20,Emma Davis,Middle East,2025-03-03,Wire Transfer,2026-07-30 00:07:34.800
613,Headphones,Audio,4,663.10,8257.80,Alice Johnson,Europe,2024-09-08,Credit Card,2026-07-30 00:07:34.800
614,Mouse,Audio,6,1369.99,19383.40,Grace Lee,Asia Pacific,2025-07-21,PayPal,2026-07-30 00:07:34.800
615,Phone,Storage,12,1853.05,3012.40,Carol White,Asia Pacific,2025-02-07,Wire Transfer,2026-07-30 00:07:34.800
616,Webcam,Electronics,5,881.12,11567.92,Jack Moore,Middle East,2026-06-22,PayPal,2026-07-30 00:07:34.800
617,Keyboard,Audio,18,1218.56,20773.48,Grace Lee,Middle East,2026-02-24,Cash,2026-07-30 00:07:34.800
618,SSD,Electronics,8,1668.45,2215.52,David Brown,North America,2024-12-02,Debit Card,2026-07-30 00:07:34.800
619,Phone,Electronics,12,526.97,7696.56,Irene Clark,Middle East,2025-02-04,Wire Transfer,2026-07-30 00:07:34.800
620,Speaker,Audio,3,1030.13,12942.24,Emma Davis,North America,2024-08-03,PayPal,2026-07-30 00:07:34.800
621,Keyboard,Audio,10,808.63,876.91,Emma Davis,Europe,2025-10-21,PayPal,2026-07-30 00:07:34.800
622,Keyboard,Audio,19,579.83,29784.48,Grace Lee,Europe,2024-09-22,Credit Card,2026-07-30 00:07:34.800
623,Phone,Accessories,18,1780.53,12229.92,Frank Wilson,Asia Pacific,2026-07-05,PayPal,2026-07-30 00:07:34.800
624,Mouse,Storage,12,769.80,16016.85,Jack Moore,North America,2026-03-21,Credit Card,2026-07-30 00:07:34.800
625,Laptop,Storage,11,1206.82,14877.76,Carol White,Asia Pacific,2025-10-29,Debit Card,2026-07-30 00:07:34.800
626,Laptop,Accessories,14,951.35,5674.98,Frank Wilson,North America,2025-05-08,Debit Card,2026-07-30 00:07:34.800
627,Keyboard,Accessories,17,597.83,25647.45,Irene Clark,Latin America,2026-03-22,PayPal,2026-07-30 00:07:34.800
628,Phone,Electronics,6,1124.95,4967.55,Frank Wilson,Europe,2024-09-11,Debit Card,2026-07-30 00:07:34.800
629,Tablet,Electronics,10,543.33,3560.96,Grace Lee,Asia Pacific,2025-01-25,Debit Card,2026-07-30 00:07:34.800
630,Laptop,Accessories,16,294.98,12982.76,Jack Moore,North America,2024-11-11,PayPal,2026-07-30 00:07:34.800
631,Webcam,Electronics,7,739.17,7021.20,Irene Clark,Europe,2026-06-08,Debit Card,2026-07-30 00:07:34.800
632,SSD,Accessories,20,822.17,2646.48,Henry Taylor,Europe,2024-08-14,Cash,2026-07-30 00:07:34.800
633,SSD,Accessories,2,284.12,8943.09,Carol White,Latin America,2026-03-09,Credit Card,2026-07-30 00:07:34.800
634,Keyboard,Electronics,16,1814.45,8645.80,Carol White,North America,2026-05-22,Wire Transfer,2026-07-30 00:07:34.800
635,Phone,Audio,8,806.49,384.22,Bob Smith,North America,2025-01-23,Wire Transfer,2026-07-30 00:07:34.800
636,Keyboard,Electronics,11,1769.70,3846.92,Jack Moore,Asia Pacific,2025-05-06,Debit Card,2026-07-30 00:07:34.800
637,Laptop,Accessories,13,1182.23,6572.10,David Brown,Asia Pacific,2026-07-20,PayPal,2026-07-30 00:07:34.800
638,Webcam,Electronics,20,1583.61,13271.76,Alice Johnson,Asia Pacific,2025-06-08,PayPal,2026-07-30 00:07:34.800
639,Phone,Computing,5,1191.86,3379.89,Emma Davis,Middle East,2024-11-02,PayPal,2026-07-30 00:07:34.800
640,Keyboard,Electronics,9,683.45,3713.75,Alice Johnson,North America,2026-07-02,Wire Transfer,2026-07-30 00:07:34.800
641,SSD,Computing,11,234.58,7089.32,Henry Taylor,Middle East,2025-01-07,Debit Card,2026-07-30 00:07:34.800
642,Laptop,Accessories,5,1685.83,7350.72,Henry Taylor,Middle East,2025-09-07,PayPal,2026-07-30 00:07:34.800
643,Laptop,Electronics,6,1584.34,29246.60,Carol White,North America,2024-11-09,PayPal,2026-07-30 00:07:34.800
644,Webcam,Audio,19,70.79,39342.80,Alice Johnson,Europe,2026-04-02,Cash,2026-07-30 00:07:34.800
645,Speaker,Accessories,8,1465.54,9195.56,Irene Clark,North America,2024-09-19,PayPal,2026-07-30 00:07:34.800
646,Mouse,Electronics,2,832.67,1203.18,Jack Moore,Middle East,2024-10-07,PayPal,2026-07-30 00:07:34.800
647,Mouse,Computing,15,1362.61,31422.24,Carol White,Asia Pacific,2025-05-04,Wire Transfer,2026-07-30 00:07:34.800
648,Tablet,Accessories,8,641.46,7598.55,Frank Wilson,Europe,2026-06-16,Credit Card,2026-07-30 00:07:34.800
649,Phone,Electronics,6,1684.90,2526.48,Alice Johnson,Europe,2025-10-18,Debit Card,2026-07-30 00:07:34.800
650,Laptop,Accessories,1,1129.48,10271.66,David Brown,Middle East,2025-10-09,Cash,2026-07-30 00:07:34.800
651,Mouse,Accessories,17,1121.05,15376.60,Irene Clark,Middle East,2024-11-24,Cash,2026-07-30 00:07:34.800
652,Mouse,Electronics,4,563.12,10881.80,Carol White,North America,2025-05-03,PayPal,2026-07-30 00:07:34.800
653,Speaker,Storage,19,853.28,4664.50,Bob Smith,Middle East,2025-04-12,Debit Card,2026-07-30 00:07:34.800
654,Phone,Accessories,6,1482.63,3038.76,Frank Wilson,Asia Pacific,2026-07-18,Credit Card,2026-07-30 00:07:34.800
655,Phone,Audio,19,1124.06,7562.76,Emma Davis,Asia Pacific,2026-07-09,Wire Transfer,2026-07-30 00:07:34.800
656,Laptop,Audio,13,1501.61,1309.65,Jack Moore,North America,2025-02-25,Credit Card,2026-07-30 00:07:34.800
657,Tablet,Accessories,15,1679.30,6485.60,Carol White,Asia Pacific,2025-03-29,Debit Card,2026-07-30 00:07:34.800
658,Monitor,Computing,2,107.36,22266.53,Emma Davis,North America,2026-01-31,Wire Transfer,2026-07-30 00:07:34.800
659,Keyboard,Audio,14,1228.73,1349.60,Bob Smith,Middle East,2025-08-06,Credit Card,2026-07-30 00:07:34.800
660,Tablet,Accessories,4,1982.33,29006.80,Frank Wilson,Asia Pacific,2026-04-15,PayPal,2026-07-30 00:07:34.800
661,Phone,Storage,3,1195.04,4727.88,David Brown,North America,2025-05-02,Cash,2026-07-30 00:07:34.800
662,Phone,Electronics,7,125.40,1747.20,Alice Johnson,Latin America,2025-06-30,Cash,2026-07-30 00:07:34.800
663,Mouse,Computing,17,621.33,13900.30,Henry Taylor,North America,2025-02-10,Cash,2026-07-30 00:07:34.800
664,Speaker,Electronics,6,997.87,13699.70,Henry Taylor,Europe,2025-04-30,Debit Card,2026-07-30 00:07:34.800
